"Note that this data is not a direct pull from FHA data sources, but has been altered to preserve patient confidentiality.",,,,,,,
,,,,,,,
FileYear,Hosp_Rollup,MCCDescription,LHAName_Coded,Count of CaseID,Sum of TotalDays,Sum of AcuteLOS,Sum of ALCLOSDays
2015,Peace Arch Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",New Westminster,16,41,41,0
2015,Peace Arch Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Outside FH,8,13,13,0
2015,Peace Arch Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",South Surrey/White Rock,405,2565,1957,608
2015,Peace Arch Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Surrey,87,377,317,60
2015,Peace Arch Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Abbotsford,7,47,47,0
2015,Peace Arch Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Burnaby,7,20,20,0
2015,Peace Arch Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Coquitlam,6,18,18,0
2015,Peace Arch Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Delta,16,124,68,56
2015,Peace Arch Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Hope,6,557,240,317
2015,Peace Arch Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Langley,16,87,79,8
2015,Peace Arch Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Maple Ridge,6,37,37,0
2015,Peace Arch Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Outside FH,23,196,133,63
2015,Peace Arch Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,South Surrey/White Rock,370,3649,2742,907
2015,Peace Arch Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Surrey,105,632,587,45
2015,Peace Arch Hospital,Diseases & Disorders of the Nervous System,Abbotsford,11,92,92,0
2015,Peace Arch Hospital,Diseases & Disorders of the Nervous System,Agassiz-Harrison,7,7,7,0
2015,Peace Arch Hospital,Diseases & Disorders of the Nervous System,Chilliwack,5,10,10,0
2015,Peace Arch Hospital,Diseases & Disorders of the Nervous System,Coquitlam,17,63,63,0
2015,Peace Arch Hospital,Diseases & Disorders of the Nervous System,Delta,25,31,31,0
2015,Peace Arch Hospital,Diseases & Disorders of the Nervous System,Langley,9,15,15,0
2015,Peace Arch Hospital,Diseases & Disorders of the Nervous System,Outside FH,6,20,20,0
2015,Peace Arch Hospital,Diseases & Disorders of the Nervous System,South Surrey/White Rock,310,3801,2890,911
2015,Peace Arch Hospital,Diseases & Disorders of the Nervous System,Surrey,42,294,270,24
2015,Peace Arch Hospital,Diseases & Disorders of the Respiratory System,Abbotsford,10,30,30,0
2015,Peace Arch Hospital,Diseases & Disorders of the Respiratory System,Burnaby,13,141,141,0
2015,Peace Arch Hospital,Diseases & Disorders of the Respiratory System,Coquitlam,14,68,68,0
2015,Peace Arch Hospital,Diseases & Disorders of the Respiratory System,Delta,9,94,94,0
2015,Peace Arch Hospital,Diseases & Disorders of the Respiratory System,Langley,21,159,140,19
2015,Peace Arch Hospital,Diseases & Disorders of the Respiratory System,Mission,5,334,286,49
2015,Peace Arch Hospital,Diseases & Disorders of the Respiratory System,Outside FH,14,114,111,3
2015,Peace Arch Hospital,Diseases & Disorders of the Respiratory System,South Surrey/White Rock,523,5319,4309,1010
2015,Peace Arch Hospital,Diseases & Disorders of the Respiratory System,Surrey,116,829,721,108
2015,Peace Arch Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Abbotsford,5,46,46,0
2015,Peace Arch Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Chilliwack,6,6,6,0
2015,Peace Arch Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Delta,21,63,63,0
2015,Peace Arch Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Langley,16,16,16,0
2015,Peace Arch Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Maple Ridge,6,6,6,0
2015,Peace Arch Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Outside FH,16,43,43,0
2015,Peace Arch Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",South Surrey/White Rock,108,1402,1029,373
2015,Peace Arch Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Surrey,15,395,321,74
2015,Peace Arch Hospital,Mental Diseases & Disorders,Abbotsford,22,177,177,0
2015,Peace Arch Hospital,Mental Diseases & Disorders,Burnaby,10,41,41,0
2015,Peace Arch Hospital,Mental Diseases & Disorders,Coquitlam,22,1206,807,398
2015,Peace Arch Hospital,Mental Diseases & Disorders,Delta,24,239,183,56
2015,Peace Arch Hospital,Mental Diseases & Disorders,Langley,16,183,141,42
2015,Peace Arch Hospital,Mental Diseases & Disorders,Maple Ridge,6,6,6,0
2015,Peace Arch Hospital,Mental Diseases & Disorders,Mission,6,211,184,28
2015,Peace Arch Hospital,Mental Diseases & Disorders,New Westminster,20,73,73,0
2015,Peace Arch Hospital,Mental Diseases & Disorders,Outside FH,41,623,344,279
2015,Peace Arch Hospital,Mental Diseases & Disorders,South Surrey/White Rock,426,6483,4306,2177
2015,Peace Arch Hospital,Mental Diseases & Disorders,Surrey,126,1135,938,197
2015,Peace Arch Hospital,Miscellaneous CMG & Ungroupable Data,South Surrey/White Rock,5,5,5,0
2015,Peace Arch Hospital,Miscellaneous CMG & Ungroupable Data,Surrey,5,5,5,0
2015,Peace Arch Hospital,Multisystemic or Unspecified Site Infections,Langley,6,25,25,0
2015,Peace Arch Hospital,Multisystemic or Unspecified Site Infections,Outside FH,7,53,53,0
2015,Peace Arch Hospital,Multisystemic or Unspecified Site Infections,South Surrey/White Rock,60,825,693,132
2015,Peace Arch Hospital,Multisystemic or Unspecified Site Infections,Surrey,18,126,126,0
2015,Peace Arch Hospital,Newborns & Neonates with Conditions Originating in Perinatal Period,Abbotsford,17,39,39,0
2015,Peace Arch Hospital,Newborns & Neonates with Conditions Originating in Perinatal Period,Burnaby,7,13,13,0
2015,Peace Arch Hospital,Newborns & Neonates with Conditions Originating in Perinatal Period,Chilliwack,12,31,31,0
2015,Peace Arch Hospital,Newborns & Neonates with Conditions Originating in Perinatal Period,Coquitlam,5,11,11,0
2015,Peace Arch Hospital,Newborns & Neonates with Conditions Originating in Perinatal Period,Delta,58,85,85,0
2015,Peace Arch Hospital,Newborns & Neonates with Conditions Originating in Perinatal Period,Langley,87,123,123,0
2015,Peace Arch Hospital,Newborns & Neonates with Conditions Originating in Perinatal Period,Maple Ridge,27,41,41,0
2015,Peace Arch Hospital,Newborns & Neonates with Conditions Originating in Perinatal Period,Mission,6,6,6,0
2015,Peace Arch Hospital,Newborns & Neonates with Conditions Originating in Perinatal Period,New Westminster,22,39,39,0
2015,Peace Arch Hospital,Newborns & Neonates with Conditions Originating in Perinatal Period,Outside FH,19,28,28,0
2015,Peace Arch Hospital,Newborns & Neonates with Conditions Originating in Perinatal Period,South Surrey/White Rock,444,662,662,0
2015,Peace Arch Hospital,Newborns & Neonates with Conditions Originating in Perinatal Period,Surrey,463,713,713,0
2015,Peace Arch Hospital,Other Reasons for Hospitalization,Abbotsford,22,335,335,0
2015,Peace Arch Hospital,Other Reasons for Hospitalization,Burnaby,11,268,268,0
2015,Peace Arch Hospital,Other Reasons for Hospitalization,Chilliwack,13,336,26,310
2015,Peace Arch Hospital,Other Reasons for Hospitalization,Coquitlam,19,418,418,0
2015,Peace Arch Hospital,Other Reasons for Hospitalization,Delta,57,1462,1198,264
2015,Peace Arch Hospital,Other Reasons for Hospitalization,Langley,23,541,472,69
2015,Peace Arch Hospital,Other Reasons for Hospitalization,New Westminster,12,573,6,567
2015,Peace Arch Hospital,Other Reasons for Hospitalization,Outside FH,12,245,178,67
2015,Peace Arch Hospital,Other Reasons for Hospitalization,South Surrey/White Rock,369,7432,5123,2309
2015,Peace Arch Hospital,Other Reasons for Hospitalization,Surrey,110,2660,2217,443
2015,Peace Arch Hospital,Pregnancy & Childbirth,Abbotsford,16,37,37,0
2015,Peace Arch Hospital,Pregnancy & Childbirth,Burnaby,12,19,19,0
2015,Peace Arch Hospital,Pregnancy & Childbirth,Chilliwack,13,40,40,0
2015,Peace Arch Hospital,Pregnancy & Childbirth,Coquitlam,6,13,13,0
2015,Peace Arch Hospital,Pregnancy & Childbirth,Delta,66,108,108,0
2015,Peace Arch Hospital,Pregnancy & Childbirth,Langley,101,164,164,0
2015,Peace Arch Hospital,Pregnancy & Childbirth,Maple Ridge,24,36,36,0
2015,Peace Arch Hospital,Pregnancy & Childbirth,Mission,6,6,6,0
2015,Peace Arch Hospital,Pregnancy & Childbirth,New Westminster,22,49,49,0
2015,Peace Arch Hospital,Pregnancy & Childbirth,Outside FH,23,37,37,0
2015,Peace Arch Hospital,Pregnancy & Childbirth,South Surrey/White Rock,471,799,799,0
2015,Peace Arch Hospital,Pregnancy & Childbirth,Surrey,522,917,917,0
2015,Peace Arch Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Abbotsford,6,38,38,0
2015,Peace Arch Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Burnaby,7,7,7,0
2015,Peace Arch Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Coquitlam,13,38,38,0
2015,Peace Arch Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Delta,10,35,35,0
2015,Peace Arch Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Langley,26,189,172,17
2015,Peace Arch Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Outside FH,22,94,89,5
2015,Peace Arch Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",South Surrey/White Rock,484,6254,4166,2088
2015,Peace Arch Hospital,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Surrey,99,955,761,194
2015,Queen's Park Care Centre,"Diseases & Disorders of Ear, Nose, Mouth & Throat",New Westminster,6,90,39,51
2015,Queen's Park Care Centre,Diseases & Disorders of the Circulatory System,Burnaby,16,217,90,127
2015,Queen's Park Care Centre,Diseases & Disorders of the Circulatory System,Coquitlam,7,110,69,41
2015,Queen's Park Care Centre,Diseases & Disorders of the Circulatory System,Langley,6,79,79,0
2015,Queen's Park Care Centre,Diseases & Disorders of the Circulatory System,New Westminster,26,1203,78,1125
2015,Queen's Park Care Centre,Diseases & Disorders of the Circulatory System,Outside FH,7,242,14,229
2015,Queen's Park Care Centre,Diseases & Disorders of the Circulatory System,Surrey,21,983,216,767
2015,Queen's Park Care Centre,Diseases & Disorders of the Digestive System,Burnaby,7,46,13,33
2015,Queen's Park Care Centre,Diseases & Disorders of the Digestive System,Coquitlam,6,52,52,0
2015,Queen's Park Care Centre,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",New Westminster,5,65,65,0
2015,Queen's Park Care Centre,Diseases & Disorders of the Hepatobiliary System & Pancreas,Coquitlam,12,161,48,113
2015,Queen's Park Care Centre,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Burnaby,11,252,48,204
2015,Queen's Park Care Centre,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Maple Ridge,7,97,63,35
2015,Queen's Park Care Centre,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",New Westminster,10,470,110,360
2015,Queen's Park Care Centre,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Surrey,16,288,54,234
2015,Queen's Park Care Centre,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Burnaby,20,1366,293,1073
2015,Queen's Park Care Centre,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Coquitlam,6,195,6,189
2015,Queen's Park Care Centre,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,New Westminster,27,1665,630,1035
2015,Queen's Park Care Centre,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Surrey,5,321,10,311
2015,Queen's Park Care Centre,Diseases & Disorders of the Nervous System,Burnaby,17,520,104,416
2015,Queen's Park Care Centre,Diseases & Disorders of the Nervous System,Coquitlam,12,479,75,404
2015,Queen's Park Care Centre,Diseases & Disorders of the Nervous System,Maple Ridge,7,82,41,41
2015,Queen's Park Care Centre,Diseases & Disorders of the Nervous System,New Westminster,15,206,85,121
2015,Queen's Park Care Centre,Diseases & Disorders of the Nervous System,Surrey,21,322,111,211
2015,Queen's Park Care Centre,Diseases & Disorders of the Respiratory System,Burnaby,14,460,49,411
2015,Queen's Park Care Centre,Diseases & Disorders of the Respiratory System,Coquitlam,6,232,23,209
2015,Queen's Park Care Centre,Diseases & Disorders of the Respiratory System,New Westminster,6,152,41,111
2015,Queen's Park Care Centre,Diseases & Disorders of the Respiratory System,Surrey,7,81,14,68
2015,Queen's Park Care Centre,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Burnaby,6,194,88,105
2015,Queen's Park Care Centre,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Coquitlam,6,239,32,207
2015,Queen's Park Care Centre,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Langley,6,249,6,243
2015,Queen's Park Care Centre,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",New Westminster,11,609,141,468
2015,Queen's Park Care Centre,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Surrey,5,355,33,322
2015,Queen's Park Care Centre,Mental Diseases & Disorders,Burnaby,16,328,48,280
2015,Queen's Park Care Centre,Mental Diseases & Disorders,Coquitlam,21,428,58,370
2015,Queen's Park Care Centre,Mental Diseases & Disorders,New Westminster,21,686,83,603
2015,Queen's Park Care Centre,Mental Diseases & Disorders,Outside FH,6,185,6,179
2015,Queen's Park Care Centre,Mental Diseases & Disorders,Surrey,6,275,11,264
2015,Queen's Park Care Centre,Multisystemic or Unspecified Site Infections,Coquitlam,7,33,33,0
2015,Queen's Park Care Centre,Other Reasons for Hospitalization,Abbotsford,11,73,73,0
2015,Queen's Park Care Centre,Other Reasons for Hospitalization,Burnaby,255,8850,5575,3275
2015,Queen's Park Care Centre,Other Reasons for Hospitalization,Chilliwack,5,171,171,0
2015,Queen's Park Care Centre,Other Reasons for Hospitalization,Coquitlam,113,3525,1561,1964
2015,Queen's Park Care Centre,Other Reasons for Hospitalization,Delta,15,447,275,172
2015,Queen's Park Care Centre,Other Reasons for Hospitalization,Langley,8,298,105,193
2015,Queen's Park Care Centre,Other Reasons for Hospitalization,Maple Ridge,6,204,39,165
2015,Queen's Park Care Centre,Other Reasons for Hospitalization,New Westminster,194,6617,2803,3814
2015,Queen's Park Care Centre,Other Reasons for Hospitalization,Outside FH,55,1792,1178,614
2015,Queen's Park Care Centre,Other Reasons for Hospitalization,South Surrey/White Rock,7,354,84,270
2015,Queen's Park Care Centre,Other Reasons for Hospitalization,Surrey,180,5921,3712,2209
2015,Queen's Park Care Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Abbotsford,6,214,23,192
2015,Queen's Park Care Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Burnaby,5,221,77,144
2015,Queen's Park Care Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Coquitlam,5,186,43,143
2015,Queen's Park Care Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Maple Ridge,6,128,128,0
2015,Queen's Park Care Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",New Westminster,6,173,73,100
2015,Queen's Park Care Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Surrey,6,204,45,160
2015,Ridge Meadows Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Maple Ridge,40,277,244,33
2015,Ridge Meadows Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Outside FH,16,42,42,0
2015,Ridge Meadows Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Surrey,6,6,6,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Blood & Lymphatic System,Coquitlam,21,28,28,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Blood & Lymphatic System,Langley,19,106,106,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Blood & Lymphatic System,Maple Ridge,66,543,498,45
2015,Ridge Meadows Hospital,Diseases & Disorders of the Blood & Lymphatic System,Mission,11,23,23,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Blood & Lymphatic System,Outside FH,5,37,37,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Circulatory System,Abbotsford,7,13,13,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Circulatory System,Burnaby,28,285,285,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Circulatory System,Chilliwack,6,18,18,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Circulatory System,Coquitlam,9,33,33,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Circulatory System,Langley,27,230,208,22
2015,Ridge Meadows Hospital,Diseases & Disorders of the Circulatory System,Maple Ridge,555,3780,3477,303
2015,Ridge Meadows Hospital,Diseases & Disorders of the Circulatory System,Mission,11,37,37,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Circulatory System,Outside FH,12,67,67,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Circulatory System,South Surrey/White Rock,12,71,71,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Circulatory System,Surrey,5,23,23,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Digestive System,Abbotsford,6,17,17,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Digestive System,Agassiz-Harrison,6,6,6,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Digestive System,Chilliwack,6,26,26,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Digestive System,Coquitlam,32,93,93,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Digestive System,Langley,16,99,99,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Digestive System,Maple Ridge,749,5281,5018,263
2015,Ridge Meadows Hospital,Diseases & Disorders of the Digestive System,Mission,9,28,28,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Digestive System,New Westminster,11,28,28,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Digestive System,Outside FH,20,202,154,48
2015,Ridge Meadows Hospital,Diseases & Disorders of the Digestive System,South Surrey/White Rock,12,154,154,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Digestive System,Surrey,23,93,93,0
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Abbotsford,5,10,10,0
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Chilliwack,6,6,6,0
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Coquitlam,6,17,17,0
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Langley,9,29,29,0
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Maple Ridge,103,645,520,125
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Mission,26,98,98,0
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Outside FH,9,46,43,3
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",South Surrey/White Rock,7,14,14,0
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Surrey,18,59,59,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Eye,Maple Ridge,13,13,13,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Female Reproductive System,Abbotsford,6,11,11,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Female Reproductive System,Burnaby,5,16,16,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Female Reproductive System,Chilliwack,6,13,13,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Female Reproductive System,Coquitlam,32,72,72,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Female Reproductive System,Maple Ridge,135,307,307,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Female Reproductive System,Mission,7,17,17,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Female Reproductive System,Outside FH,7,20,20,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Female Reproductive System,Surrey,20,26,26,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Abbotsford,11,56,56,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Agassiz-Harrison,6,52,35,17
2015,Ridge Meadows Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Burnaby,15,510,258,253
2015,Ridge Meadows Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Chilliwack,16,38,38,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Coquitlam,5,29,29,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Hope,6,17,17,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Langley,11,22,22,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Maple Ridge,201,1445,1410,35
2015,Ridge Meadows Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Mission,5,5,5,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Outside FH,6,80,71,9
2015,Ridge Meadows Hospital,Diseases & Disorders of the Hepatobiliary System & Pancreas,Surrey,27,108,108,0
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Burnaby,5,5,5,0
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Coquitlam,16,30,30,0
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Langley,6,92,38,54
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Maple Ridge,347,2001,1803,198
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Mission,9,18,18,0
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",New Westminster,6,6,6,0
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Outside FH,6,20,20,0
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",South Surrey/White Rock,6,6,6,0
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Surrey,17,56,56,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Abbotsford,11,82,65,17
2015,Ridge Meadows Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Agassiz-Harrison,5,15,15,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Burnaby,6,28,28,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Chilliwack,5,5,5,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Coquitlam,29,107,97,10
2015,Ridge Meadows Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Delta,6,6,6,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Hope,6,6,6,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Langley,8,49,49,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Maple Ridge,215,2171,1956,215
2015,Ridge Meadows Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Mission,19,76,76,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Outside FH,12,286,257,29
2015,Ridge Meadows Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,South Surrey/White Rock,7,7,7,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Surrey,17,54,54,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Nervous System,Abbotsford,6,79,79,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Nervous System,Coquitlam,8,37,37,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Nervous System,Langley,11,272,232,40
2015,Ridge Meadows Hospital,Diseases & Disorders of the Nervous System,Maple Ridge,184,2319,1533,786
2015,Ridge Meadows Hospital,Diseases & Disorders of the Nervous System,Mission,13,47,47,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Nervous System,Outside FH,6,61,17,44
2015,Ridge Meadows Hospital,Diseases & Disorders of the Nervous System,South Surrey/White Rock,7,176,176,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Nervous System,Surrey,14,667,667,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Respiratory System,Abbotsford,10,10,10,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Respiratory System,Burnaby,22,218,218,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Respiratory System,Chilliwack,7,7,7,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Respiratory System,Coquitlam,17,393,220,173
2015,Ridge Meadows Hospital,Diseases & Disorders of the Respiratory System,Langley,10,78,78,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Respiratory System,Maple Ridge,503,5657,5083,574
2015,Ridge Meadows Hospital,Diseases & Disorders of the Respiratory System,Mission,14,92,88,4
2015,Ridge Meadows Hospital,Diseases & Disorders of the Respiratory System,New Westminster,5,11,11,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Respiratory System,Outside FH,24,113,113,0
2015,Ridge Meadows Hospital,Diseases & Disorders of the Respiratory System,Surrey,5,33,33,0
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Abbotsford,7,104,104,0
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Coquitlam,10,260,231,29
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Maple Ridge,108,979,850,129
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Outside FH,13,217,85,132
2015,Ridge Meadows Hospital,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Surrey,6,6,6,0
2015,Ridge Meadows Hospital,Mental Diseases & Disorders,Abbotsford,8,57,57,0
2015,Ridge Meadows Hospital,Mental Diseases & Disorders,Burnaby,7,45,45,0
2015,Ridge Meadows Hospital,Mental Diseases & Disorders,Coquitlam,41,493,414,79
2015,Ridge Meadows Hospital,Mental Diseases & Disorders,Delta,6,6,6,0
2015,Ridge Meadows Hospital,Mental Diseases & Disorders,Hope,12,133,133,0
2015,Ridge Meadows Hospital,Mental Diseases & Disorders,Langley,15,169,120,49
2015,Ridge Meadows Hospital,Mental Diseases & Disorders,Maple Ridge,654,11613,7832,3781
2015,Ridge Meadows Hospital,Mental Diseases & Disorders,Mission,15,296,217,79
2015,Ridge Meadows Hospital,Mental Diseases & Disorders,New Westminster,12,93,93,0
